x,y,WE_hum_obs_sampbias_corrected,CWE_hum_obs_sampbias_corrected,richness_hum_obs_sampbias_corrected,WE_perc,CWE_perc,rich_perc
130.88660222549385,-12.379209458630651,0.010186917148530483,0.010186917148530483,0.15280374884605408,TRUE,TRUE,FALSE
130.93536313135263,-12.427970364489425,0.05893019214272499,0.05893019214272499,0.15203291177749634,TRUE,TRUE,FALSE
130.98412403721142,-12.427970364489425,0.018355855718255043,0.018355855718255043,0.15470096468925476,TRUE,TRUE,FALSE
130.98412403721142,-12.476731270348202,0.011423582211136818,0.011423582211136818,0.15715163946151733,TRUE,TRUE,FALSE
131.03288494307017,-12.476731270348202,0.01057134848088026,0.01057134848088026,0.15857021510601044,TRUE,TRUE,FALSE
131.03288494307017,-12.525492176206976,0.010777577757835388,0.010777577757835388,0.16166366636753082,TRUE,TRUE,FALSE
131.08164584892896,-12.525492176206976,0.031071597710251808,0.019902026280760765,0.2098308503627777,TRUE,TRUE,FALSE
131.1304067547877,-12.525492176206976,0.10264413058757782,0.05132206529378891,0.3622734248638153,TRUE,TRUE,FALSE
131.08164584892896,-12.574253082065752,0.013020831160247326,0.0121669452637434,0.17572329938411713,TRUE,TRUE,FALSE
131.1304067547877,-12.574253082065752,0.01724192313849926,0.014176445081830025,0.1883031725883484,TRUE,TRUE,FALSE
131.1791676606465,-12.574253082065752,0.012240936979651451,0.012240936979651451,0.18361404538154602,TRUE,TRUE,FALSE
131.03288494307017,-12.623013987924526,0.0893343836069107,0.0893343836069107,0.18193843960762024,TRUE,TRUE,FALSE
131.1791676606465,-12.623013987924526,0.012899997644126415,0.012899997644126415,0.19349995255470276,TRUE,TRUE,FALSE
131.27668947236407,-12.623013987924526,0.10468898713588715,0.10468898713588715,0.2093779742717743,TRUE,TRUE,FALSE
143.3206332194815,-12.720535799642077,0.9495460987091064,0.9495460987091064,0.9495460987091064,TRUE,TRUE,FALSE
132.20314668368079,-14.183362975405327,0.045764949172735214,0.045764949172735214,0.6864742040634155,TRUE,TRUE,FALSE
144.19832952493945,-14.914776563286953,0.059682488441467285,0.059682488441467285,0.8952372670173645,TRUE,TRUE,FALSE
145.41735217140882,-16.182560115615104,0.018566304817795753,0.006471625994890928,0.8719788789749146,TRUE,TRUE,FALSE
145.41735217140882,-16.23132102147388,0.013465561904013157,0.006558904889971018,0.6472287178039551,TRUE,TRUE,FALSE
145.41735217140882,-16.280081927332652,0.012357446365058422,0.006180122494697571,0.5957227945327759,TRUE,TRUE,FALSE
145.36859126555004,-16.32884283319143,0.0099928705021739,0.008820569142699242,0.334315687417984,TRUE,TRUE,FALSE
145.36859126555004,-16.377603739050205,0.04376194253563881,0.04369502514600754,0.26017865538597107,TRUE,TRUE,FALSE
145.36859126555004,-16.42636464490898,0.016397403553128242,0.016397403553128242,0.2384243905544281,TRUE,TRUE,FALSE
145.36859126555004,-16.475125550767753,0.031937237828969955,0.031937237828969955,0.22740711271762848,TRUE,TRUE,FALSE
145.36859126555004,-16.523886456626528,0.003305647987872362,0.003305647987872362,0.2210894227027893,TRUE,TRUE,FALSE
145.41735217140882,-16.523886456626528,9.512383840046823e-4,9.512383840046823e-4,0.21212615072727203,FALSE,TRUE,FALSE
145.4661130772676,-16.523886456626528,9.371142368763685e-4,9.371142368763685e-4,0.20897646248340607,FALSE,TRUE,FALSE
145.36859126555004,-16.572647362485306,9.756192448548973e-4,9.756192448548973e-4,0.21756307780742645,FALSE,TRUE,FALSE
145.41735217140882,-16.572647362485306,9.215110912919044e-4,9.215110912919044e-4,0.20549695193767548,FALSE,TRUE,FALSE
145.4661130772676,-16.572647362485306,8.80466541275382e-4,8.80466541275382e-4,0.1963440328836441,FALSE,TRUE,FALSE
145.51487398312636,-16.572647362485306,8.485045982524753e-4,8.485045982524753e-4,0.1892165243625641,FALSE,TRUE,FALSE
145.36859126555004,-16.62140826834408,9.562544873915613e-4,9.562544873915613e-4,0.2132447361946106,FALSE,TRUE,FALSE
145.41735217140882,-16.62140826834408,9.037035051733255e-4,9.037035051733255e-4,0.20152588188648224,FALSE,TRUE,FALSE
145.4661130772676,-16.62140826834408,8.525404264219105e-4,8.525404264219105e-4,0.1901165097951889,FALSE,TRUE,FALSE
145.51487398312636,-16.62140826834408,8.227178477682173e-4,8.227178477682173e-4,0.1834660768508911,FALSE,TRUE,FALSE
145.36859126555004,-16.670169174202854,9.314690250903368e-4,9.314690250903368e-4,0.20771758258342743,FALSE,TRUE,FALSE
145.41735217140882,-16.670169174202854,8.917907252907753e-4,8.917907252907753e-4,0.19886931777000427,FALSE,TRUE,FALSE
145.4661130772676,-16.670169174202854,8.37724597658962e-4,8.37724597658962e-4,0.18681257963180542,FALSE,TRUE,FALSE
145.51487398312636,-16.670169174202854,9.81423887424171e-4,8.731902344152331e-4,0.1810121089220047,FALSE,TRUE,FALSE
145.56363488898515,-16.670169174202854,0.0020699440501630306,0.0013200916582718492,0.20543172955513,TRUE,TRUE,FALSE
145.36859126555004,-16.71893008006163,8.989342604763806e-4,8.989342604763806e-4,0.20046232640743256,FALSE,TRUE,FALSE
145.41735217140882,-16.71893008006163,8.761385106481612e-4,8.761385106481612e-4,0.1953788846731186,FALSE,TRUE,FALSE
145.4661130772676,-16.71893008006163,8.315836894325912e-4,8.315836894325912e-4,0.18544314801692963,FALSE,TRUE,FALSE
145.51487398312636,-16.71893008006163,8.805067627690732e-4,8.068681345321238e-4,0.17635613679885864,FALSE,TRUE,FALSE
