x,y,WE_sr_ex_sampbias_corrected,CWE_sr_ex_sampbias_corrected,richness_sr_ex_sampbias_corrected,WE_perc,CWE_perc,rich_perc
142.54049072511023,-10.770095904172528,0.15192106366157532,0.15192106366157532,0.9115263223648071,TRUE,TRUE,FALSE
142.49172981837938,-10.818856810903368,0.15215261280536652,0.15215261280536652,0.9129156470298767,TRUE,TRUE,FALSE
142.44296891164853,-10.867617717634207,0.15240569412708282,0.15240569412708282,0.9144341945648193,TRUE,TRUE,FALSE
142.83305616549526,-11.696553132058467,0.961590588092804,0.961590588092804,0.961590588092804,TRUE,TRUE,FALSE
142.39420800491772,-11.745314038789306,0,0,0.9585949778556824,FALSE,FALSE,FALSE
130.88663401643973,-12.379205826290212,0.0014146212488412857,0.0014146212488412857,0.15280374884605408,FALSE,FALSE,FALSE
130.93539492317058,-12.427966733021051,0.0014074849896132946,0.0014074849896132946,0.15203289687633514,FALSE,FALSE,FALSE
130.9841558299014,-12.427966733021051,0.0014321900671347976,0.0014321900671347976,0.15470148622989655,FALSE,FALSE,FALSE
130.9841558299014,-12.47672763975189,0.0014548717299476266,0.0014548717299476266,0.1571515053510666,FALSE,FALSE,FALSE
131.03291673663225,-12.47672763975189,0.0014680081512778997,0.0014680081512778997,0.15857045352458954,FALSE,FALSE,FALSE
131.0816776433631,-12.47672763975189,0.0015629539266228676,0.0015629539266228676,0.16882626712322235,FALSE,FALSE,FALSE
130.9841558299014,-12.525488546482729,0.001520935446023941,0.001520935446023941,0.1642875224351883,FALSE,FALSE,FALSE
131.03291673663225,-12.525488546482729,0.001498199999332428,0.001498199999332428,0.16183170676231384,FALSE,FALSE,FALSE
131.0816776433631,-12.525488546482729,0.0015766914002597332,0.0015766914002597332,0.1703101396560669,FALSE,FALSE,FALSE
131.1304385500939,-12.525488546482729,0.0016769211506471038,0.0016769211506471038,0.18113671243190765,FALSE,FALSE,FALSE
130.9841558299014,-12.574249453213568,0.0016210322501137853,0.0016210322501137853,0.17509973049163818,FALSE,FALSE,FALSE
131.03291673663225,-12.574249453213568,0.0019029140239581466,0.0019029140239581466,0.1726093590259552,FALSE,FALSE,FALSE
131.0816776433631,-12.574249453213568,0.003857680130749941,0.003857680130749941,0.17271007597446442,FALSE,FALSE,FALSE
131.1304385500939,-12.574249453213568,0.07848761975765228,0.07848761975765228,0.17748521268367767,TRUE,TRUE,FALSE
131.17919945682476,-12.574249453213568,0.0017127912724390626,0.0017127912724390626,0.18501129746437073,FALSE,FALSE,FALSE
131.2279603635556,-12.574249453213568,0.0017706812359392643,0.0017706812359392643,0.19126442074775696,FALSE,FALSE,FALSE
130.83787310970888,-12.623010359944406,0.0018724665278568864,0.0018724665278568864,0.20784378051757813,FALSE,FALSE,FALSE
130.9841558299014,-12.623010359944406,0.0017404070822522044,0.0017404070822522044,0.1880493462085724,FALSE,FALSE,FALSE
131.03291673663225,-12.623010359944406,0.08158309012651443,0.08158309012651443,0.18285739421844482,TRUE,TRUE,FALSE
131.0816776433631,-12.623010359944406,0.0016589603619650006,0.0016589603619650006,0.17919662594795227,FALSE,FALSE,FALSE
131.1304385500939,-12.623010359944406,0.0017148889601230621,0.0017148889601230621,0.18523789942264557,FALSE,FALSE,FALSE
131.17919945682476,-12.623010359944406,0.0018071462400257587,0.0018071462400257587,0.1952032744884491,FALSE,FALSE,FALSE
131.2279603635556,-12.623010359944406,0.0018860182026401162,0.0018860182026401162,0.20372283458709717,FALSE,FALSE,FALSE
131.27672127028643,-12.623010359944406,0.0019444975769147277,0.0019444975769147277,0.2100396305322647,FALSE,FALSE,FALSE
130.93539492317058,-12.671771266675245,0.0018796484218910336,0.0018796484218910336,0.2086409628391266,FALSE,FALSE,FALSE
130.9841558299014,-12.671771266675245,0.0018574593123048544,0.0018574593123048544,0.20127159357070923,FALSE,FALSE,FALSE
131.03291673663225,-12.671771266675245,0.001801626873202622,0.001801626873202622,0.19460710883140564,FALSE,FALSE,FALSE
131.0816776433631,-12.671771266675245,0.0017705268692225218,0.0017705268692225218,0.19124776124954224,FALSE,FALSE,FALSE
131.1304385500939,-12.671771266675245,0.0017842455999925733,0.0017842455999925733,0.19272960722446442,FALSE,FALSE,FALSE
131.17919945682476,-12.671771266675245,0.0018697890918701887,0.0018697890918701887,0.20196981728076935,FALSE,FALSE,FALSE
131.2279603635556,-12.671771266675245,0.0020001025404781103,0.0020001025404781103,0.21604593098163605,FALSE,FALSE,FALSE
131.27672127028643,-12.671771266675245,0.002092148642987013,0.002092148642987013,0.225988507270813,FALSE,FALSE,FALSE
131.32548217701728,-12.671771266675245,0.0021326825954020023,0.0021326825954020023,0.23036687076091766,FALSE,FALSE,FALSE
130.88663401643973,-12.720532173406085,0.0020586515311151743,0.0020586515311151743,0.2285103052854538,FALSE,FALSE,FALSE
130.93539492317058,-12.720532173406085,0.002010918455198407,0.002010918455198407,0.22321194410324097,FALSE,FALSE,FALSE
130.9841558299014,-12.720532173406085,0.0019783147145062685,0.0019783147145062685,0.21536867320537567,FALSE,FALSE,FALSE
131.03291673663225,-12.720532173406085,0.001927678589709103,0.001927678589709103,0.20825429260730743,FALSE,FALSE,FALSE
131.0816776433631,-12.720532173406085,0.0018794259522110224,0.0018794259522110224,0.20301075279712677,FALSE,FALSE,FALSE
131.1304385500939,-12.720532173406085,0.0018531573005020618,0.0018531573005020618,0.2001732885837555,FALSE,FALSE,FALSE
131.17919945682476,-12.720532173406085,0.0019290294731035829,0.0019290294731035829,0.20836880803108215,FALSE,FALSE,FALSE
131.2279603635556,-12.720532173406085,0.0020877630449831486,0.0020877630449831486,0.22551478445529938,FALSE,FALSE,FALSE
131.27672127028643,-12.720532173406085,0.002209479222074151,0.002209479222074151,0.23866227269172668,FALSE,FALSE,FALSE
131.32548217701728,-12.720532173406085,0.0022599773947149515,0.0022599773947149515,0.24411693215370178,FALSE,FALSE,FALSE
131.37424308374813,-12.720532173406085,0.002286959206685424,0.002286959206685424,0.24703145027160645,FALSE,FALSE,FALSE
143.27190432607281,-12.720532173406085,0.4766307771205902,0.4766307771205902,0.9503346681594849,TRUE,TRUE,FALSE
143.32066523280366,-12.720532173406085,0.9495460987091064,0.9495460987091064,0.9495460987091064,TRUE,TRUE,FALSE
130.93539492317058,-12.769293080136922,0.0021340660750865936,0.0021340660750865936,0.2368813157081604,FALSE,FALSE,FALSE
130.9841558299014,-12.769293080136922,0.002062915125861764,0.002062915125861764,0.2289835810661316,FALSE,FALSE,FALSE
131.03291673663225,-12.769293080136922,0.002039743820205331,0.002039743820205331,0.22045019268989563,FALSE,FALSE,FALSE
131.0816776433631,-12.769293080136922,0.0019726851023733616,0.0019726851023733616,0.2130843549966812,FALSE,FALSE,FALSE
131.1304385500939,-12.769293080136922,0.0019328651251271367,0.0019328651251271367,0.2087831199169159,FALSE,FALSE,FALSE
131.17919945682476,-12.769293080136922,0.0020051226019859314,0.0020051226019859314,0.21658818423748016,FALSE,FALSE,FALSE
131.2279603635556,-12.769293080136922,0.002170286141335964,0.002170286141335964,0.23442873358726501,FALSE,FALSE,FALSE
131.27672127028643,-12.769293080136922,0.002322417451068759,0.002322417451068759,0.2508615553379059,FALSE,FALSE,FALSE
131.32548217701728,-12.769293080136922,0.0021805064752697945,0.0021805064752697945,0.2595047950744629,FALSE,FALSE,FALSE
131.37424308374813,-12.769293080136922,0.0021464575547724962,0.0021464575547724962,0.260454386472702,FALSE,FALSE,FALSE
