x,y,WE_ex_sampbias_corrected,richness_ex_sampbias_corrected,WE_perc,rich_perc
142.48016066068124,-10.775146847072396,0.15189063549041748,0.9113437533378601,TRUE,FALSE
142.52890425616144,-10.775146847072396,0.1520916074514389,0.9125496745109558,TRUE,FALSE
142.43141706520103,-10.823890442552592,0.15252630412578583,0.9151577353477478,TRUE,FALSE
142.48016066068124,-10.823890442552592,0.1524028480052948,0.9144170880317688,TRUE,FALSE
132.09777482339933,-11.360069992834756,0.9172486662864685,0.9172486662864685,TRUE,FALSE
142.8213658290426,-11.701275161196131,0.9612609148025513,0.9612609148025513,TRUE,FALSE
142.38267346972083,-11.750018756676328,0.9582132697105408,0.9582132697105408,TRUE,FALSE
136.82590358497842,-12.237454711478295,1.9332712690811604e-4,0.8653321862220764,FALSE,FALSE
130.87918493639444,-12.383685497918885,0.0013940883800387383,0.15334972739219666,FALSE,FALSE
132.24400560983995,-12.383685497918885,1.3466189557220787e-4,0.6027466058731079,FALSE,FALSE
132.29274920532015,-12.383685497918885,1.3596493226941675e-4,0.6085790395736694,FALSE,FALSE
130.9279285318746,-12.432429093399081,0.00142287730704993,0.2994931936264038,FALSE,FALSE
130.97667212735482,-12.432429093399081,0.0014438334619626403,0.31002435088157654,FALSE,FALSE
131.02541572283502,-12.432429093399081,0.0014839513460174203,0.1999887377023697,FALSE,FALSE
132.14651841887954,-12.432429093399081,1.2678888742811978e-4,0.5675070285797119,FALSE,FALSE
132.19526201435974,-12.432429093399081,1.288478815695271e-4,0.5767231583595276,FALSE,FALSE
132.24400560983995,-12.432429093399081,1.3120121730025858e-4,0.587256669998169,FALSE,FALSE
132.29274920532015,-12.432429093399081,1.330866798525676e-4,0.595695972442627,FALSE,FALSE
132.34149280080032,-12.432429093399081,1.3420557661447674e-4,0.6007041335105896,FALSE,FALSE
132.39023639628053,-12.432429093399081,1.3587642752099782e-4,0.6081829071044922,FALSE,FALSE
130.97667212735482,-12.481172688879278,0.0014695177087560296,0.3155393600463867,FALSE,FALSE
131.02541572283502,-12.481172688879278,0.0014803089434280992,0.3156161606311798,FALSE,FALSE
131.07415931831522,-12.481172688879278,0.0015600428450852633,0.3343155086040497,FALSE,FALSE
131.12290291379543,-12.481172688879278,1.5785310824867338e-4,0.1954016387462616,FALSE,FALSE
131.1716465092756,-12.481172688879278,4.3797361286124215e-5,0.19603699445724487,FALSE,FALSE
131.2203901047558,-12.481172688879278,4.588576121022925e-5,0.20538465678691864,FALSE,FALSE
131.95154403695875,-12.481172688879278,1.1174804967595264e-4,0.5001842975616455,FALSE,FALSE
132.00028763243895,-12.481172688879278,1.1475400242488831e-4,0.5136389136314392,FALSE,FALSE
132.04903122791916,-12.481172688879278,1.1790782446041703e-4,0.5277554392814636,FALSE,FALSE
132.09777482339933,-12.481172688879278,1.2120927567593753e-4,0.5425326824188232,FALSE,FALSE
132.14651841887954,-12.481172688879278,1.2372835772112012e-4,0.5538080930709839,FALSE,FALSE
132.19526201435974,-12.481172688879278,1.2583169154822826e-4,0.5632226467132568,FALSE,FALSE
132.24400560983995,-12.481172688879278,1.2766310828737915e-4,0.5714200735092163,FALSE,FALSE
132.29274920532015,-12.481172688879278,1.2947707728017122e-4,0.5795393586158752,FALSE,FALSE
132.34149280080032,-12.481172688879278,1.3121371739543974e-4,0.5873125791549683,FALSE,FALSE
132.39023639628053,-12.481172688879278,1.3281968131195754e-4,0.5945008993148804,FALSE,FALSE
132.43897999176073,-12.481172688879278,1.3450342521537095e-4,0.6020373702049255,FALSE,FALSE
130.97667212735482,-12.529916284359475,0.001538009149953723,0.33024606108665466,FALSE,FALSE
131.02541572283502,-12.529916284359475,0.0015208960976451635,0.3265714645385742,FALSE,FALSE
131.07415931831522,-12.529916284359475,0.0015772245824337006,0.33866652846336365,FALSE,FALSE
131.12290291379543,-12.529916284359475,0.0016770352376624942,0.3600981533527374,FALSE,FALSE
131.1716465092756,-12.529916284359475,7.253974763443694e-5,0.1924595981836319,FALSE,FALSE
131.2203901047558,-12.529916284359475,6.226394907571375e-5,0.2001577466726303,FALSE,FALSE
131.269133700236,-12.529916284359475,4.645425724447705e-5,0.20792925357818604,FALSE,FALSE
131.3178772957162,-12.529916284359475,4.8834037443157285e-5,0.2185811549425125,FALSE,FALSE
131.3666208911964,-12.529916284359475,5.178285209694877e-5,0.2317800372838974,FALSE,FALSE
131.4153644866766,-12.529916284359475,5.5916574638104066e-5,0.2502825856208801,FALSE,FALSE
131.4641080821568,-12.529916284359475,6.110829417593777e-5,0.27352070808410645,FALSE,FALSE
131.512851677637,-12.529916284359475,6.69010987621732e-5,0.2994493246078491,FALSE,FALSE
131.56159527311718,-12.529916284359475,7.215140067273751e-5,0.3229496479034424,FALSE,FALSE
131.61033886859738,-12.529916284359475,7.688914047321305e-5,0.34415578842163086,FALSE,FALSE
131.65908246407758,-12.529916284359475,8.208819781430066e-5,0.3674267828464508,FALSE,FALSE
131.70782605955776,-12.529916284359475,8.722359780222178e-5,0.390412837266922,FALSE,FALSE
131.75656965503796,-12.529916284359475,9.181603672914207e-5,0.4109685719013214,FALSE,FALSE
131.80531325051817,-12.529916284359475,9.618727926863357e-5,0.4305342733860016,FALSE,FALSE
131.85405684599837,-12.529916284359475,1.0056672181235626e-4,0.45013663172721863,FALSE,FALSE
131.90280044147858,-12.529916284359475,1.0489788837730885e-4,0.46952295303344727,FALSE,FALSE
131.95154403695875,-12.529916284359475,1.0868397657759488e-4,0.48646947741508484,FALSE,FALSE
132.00028763243895,-12.529916284359475,1.1155901302117854e-4,0.4993381202220917,FALSE,FALSE
132.04903122791916,-12.529916284359475,1.1453213664935902e-4,0.5126458406448364,FALSE,FALSE
132.09777482339933,-12.529916284359475,1.1763882503146306e-4,0.526551365852356,FALSE,FALSE
132.14651841887954,-12.529916284359475,1.2014064122922719e-4,0.5377495288848877,FALSE,FALSE
132.19526201435974,-12.529916284359475,1.2230635911691934e-4,0.5474432110786438,FALSE,FALSE
132.24400560983995,-12.529916284359475,1.2425368186086416e-4,0.556159496307373,FALSE,FALSE
132.29274920532015,-12.529916284359475,1.2606709788087755e-4,0.5642762780189514,FALSE,FALSE
132.34149280080032,-12.529916284359475,1.2794749636668712e-4,0.5726929903030396,FALSE,FALSE
132.39023639628053,-12.529916284359475,1.295292895520106e-4,0.5797731280326843,FALSE,FALSE
