x,y,WE_sr_sampbias_corrected,CWE_sr_sampbias_corrected,richness_sr_sampbias_corrected,WE_perc,CWE_perc,rich_perc
142.4804363026717,-10.775179814837335,0.15189091861248016,0.15189091861248016,0.9113454818725586,TRUE,TRUE,FALSE
142.52917992277645,-10.775179814837335,0.1520916074514389,0.1520916074514389,0.9125496745109558,TRUE,TRUE,FALSE
142.43169268256702,-10.823923434942058,0.15252630412578583,0.15252630412578583,0.9151577353477478,TRUE,TRUE,FALSE
142.4804363026717,-10.823923434942058,0.1524025797843933,0.1524025797843933,0.9144154787063599,TRUE,TRUE,FALSE
132.0980452203657,-11.360103256094012,0.9172486662864685,0.9172486662864685,0.9172486662864685,TRUE,TRUE,FALSE
130.87945471774762,-12.383719278293198,0.0013691940112039447,0.0013691940112039447,0.15334972739219666,FALSE,FALSE,FALSE
130.92819833785234,-12.43246289839792,0.0013653070200234652,0.0013653070200234652,0.1529143750667572,FALSE,FALSE,FALSE
130.97694195795708,-12.43246289839792,0.0013840730534866452,0.0013840730534866452,0.15501618385314941,FALSE,FALSE,FALSE
131.0256855780618,-12.43246289839792,0.0014492798363789916,0.0014492798363789916,0.1623193323612213,FALSE,FALSE,FALSE
130.97694195795708,-12.481206518502644,0.0014086338924244046,0.0014086338924244046,0.15776698291301727,FALSE,FALSE,FALSE
131.0256855780618,-12.481206518502644,0.0014195461990311742,0.0014195461990311742,0.15898916125297546,FALSE,FALSE,FALSE
131.0744291981665,-12.481206518502644,0.001495692296884954,0.001495692296884954,0.1675175279378891,FALSE,FALSE,FALSE
130.97694195795708,-12.529950138607367,0.0014742499915882945,0.0014742499915882945,0.16511598229408264,FALSE,FALSE,FALSE
131.0256855780618,-12.529950138607367,0.001457819133065641,0.001457819133065641,0.16327574849128723,FALSE,FALSE,FALSE
131.0744291981665,-12.529950138607367,0.001511970884166658,0.001511970884166658,0.16934072971343994,FALSE,FALSE,FALSE
131.12317281827123,-12.529950138607367,0.003602344775572419,0.003602344775572419,0.18006469309329987,FALSE,FALSE,FALSE
130.97694195795708,-12.57869375871209,0.0015695755137130618,0.0015695755137130618,0.17579245567321777,FALSE,FALSE,FALSE
131.0256855780618,-12.57869375871209,0.008545363321900368,0.008545363321900368,0.17382816970348358,FALSE,FALSE,FALSE
131.0744291981665,-12.57869375871209,0.0026815778110176325,0.0026815778110176325,0.17335106432437897,FALSE,FALSE,FALSE
131.12317281827123,-12.57869375871209,0.07636994868516922,0.07636994868516922,0.1773456484079361,TRUE,TRUE,FALSE
131.17191643837597,-12.57869375871209,0.0016489352565258741,0.0016489352565258741,0.1846807450056076,FALSE,FALSE,FALSE
131.2206600584807,-12.57869375871209,0.0017157593974843621,0.0017157593974843621,0.19216503202915192,FALSE,FALSE,FALSE
130.97694195795708,-12.627437378816813,0.0016874823486432433,0.0016874823486432433,0.1889980137348175,FALSE,FALSE,FALSE
131.0256855780618,-12.627437378816813,0.060952845960855484,0.060952845960855484,0.1841817945241928,TRUE,TRUE,FALSE
131.0744291981665,-12.627437378816813,0.011476500891149044,0.011476500891149044,0.18058572709560394,FALSE,FALSE,FALSE
131.12317281827123,-12.627437378816813,0.00164884387049824,0.00164884387049824,0.18467050790786743,FALSE,FALSE,FALSE
131.17191643837597,-12.627437378816813,0.0017335782758891582,0.0017335782758891582,0.19416075944900513,FALSE,FALSE,FALSE
131.2206600584807,-12.627437378816813,0.001812337664887309,0.001812337664887309,0.20298181474208832,FALSE,FALSE,FALSE
131.2694036785854,-12.627437378816813,0.0018839582335203886,0.0018839582335203886,0.21100331842899323,FALSE,FALSE,FALSE
130.92819833785234,-12.676180998921536,0.0018684088718146086,0.0018684088718146086,0.20926178991794586,FALSE,FALSE,FALSE
130.97694195795708,-12.676180998921536,0.0018046951154246926,0.0018046951154246926,0.20212584733963013,FALSE,FALSE,FALSE
131.0256855780618,-12.676180998921536,0.0017485873540863395,0.0017485873540863395,0.19584177434444427,FALSE,FALSE,FALSE
131.0744291981665,-12.676180998921536,0.0017165977042168379,0.0017165977042168379,0.19225893914699554,FALSE,FALSE,FALSE
131.12317281827123,-12.676180998921536,0.001717604580335319,0.001717604580335319,0.19237171113491058,FALSE,FALSE,FALSE
131.17191643837597,-12.676180998921536,0.0017850094009190798,0.0017850094009190798,0.19992104172706604,FALSE,FALSE,FALSE
131.2206600584807,-12.676180998921536,0.0019109445856884122,0.0019109445856884122,0.21402578055858612,FALSE,FALSE,FALSE
131.2694036785854,-12.676180998921536,0.002010234398767352,0.002010234398767352,0.22514623403549194,FALSE,FALSE,FALSE
131.31814729869012,-12.676180998921536,0.0020541322883218527,0.0020541322883218527,0.2300628125667572,FALSE,FALSE,FALSE
131.36689091879487,-12.676180998921536,0.002087682019919157,0.002087682019919157,0.2338203638792038,FALSE,FALSE,FALSE
130.87945471774762,-12.72492461902626,0.0020125058945268393,0.0020125058945268393,0.2254006415605545,FALSE,FALSE,FALSE
130.92819833785234,-12.72492461902626,0.0019840504974126816,0.0019840504974126816,0.22221362590789795,FALSE,FALSE,FALSE
130.97694195795708,-12.72492461902626,0.0019264722941443324,0.0019264722941443324,0.21576489508152008,FALSE,FALSE,FALSE
131.0256855780618,-12.72492461902626,0.0018659407505765557,0.0018659407505765557,0.2089853435754776,FALSE,FALSE,FALSE
131.0744291981665,-12.72492461902626,0.001819825847633183,0.001819825847633183,0.20382049679756165,FALSE,FALSE,FALSE
131.12317281827123,-12.72492461902626,0.0017868835711851716,0.0017868835711851716,0.20013095438480377,FALSE,FALSE,FALSE
131.17191643837597,-12.72492461902626,0.0018402345012873411,0.0018402345012873411,0.2061062604188919,FALSE,FALSE,FALSE
131.2206600584807,-12.72492461902626,0.0019884267821907997,0.0019884267821907997,0.22270378470420837,FALSE,FALSE,FALSE
131.2694036785854,-12.72492461902626,0.0021149897947907448,0.0021149897947907448,0.23687884211540222,FALSE,FALSE,FALSE
131.31814729869012,-12.72492461902626,0.0021748177241533995,0.0021748177241533995,0.24357958137989044,FALSE,FALSE,FALSE
131.36689091879487,-12.72492461902626,0.00220262142829597,0.00220262142829597,0.24669359624385834,FALSE,FALSE,FALSE
131.41563453889958,-12.72492461902626,0.0022233412601053715,0.0022233412601053715,0.249014213681221,FALSE,FALSE,FALSE
143.26033422434728,-12.72492461902626,0.30657294392585754,0.30657294392585754,0.9500100612640381,TRUE,TRUE,FALSE
130.92819833785234,-12.773668239130982,0.002098916796967387,0.002098916796967387,0.23507866263389587,FALSE,FALSE,FALSE
130.97694195795708,-12.773668239130982,0.002044543856754899,0.002044543856754899,0.2289889007806778,FALSE,FALSE,FALSE
