x,y,WE_sampbias_corrected,CWE_sampbias_corrected,richness_sampbias_corrected,WE_perc,CWE_perc,rich_perc
142.4804363026717,-10.775179814837335,0.15189091861248016,0.15189091861248016,0.9113454818725586,TRUE,TRUE,FALSE
142.52917992277645,-10.775179814837335,0.1520916074514389,0.1520916074514389,0.9125496745109558,TRUE,TRUE,FALSE
142.43169268256702,-10.823923434942058,0.15252630412578583,0.15252630412578583,0.9151577353477478,TRUE,TRUE,FALSE
142.4804363026717,-10.823923434942058,0.1524025797843933,0.1524025797843933,0.9144154787063599,TRUE,TRUE,FALSE
132.0980452203657,-11.360103256094012,0.9172486662864685,0.9172486662864685,0.9172486662864685,TRUE,TRUE,FALSE
136.82617637052385,-12.237488417979028,1.783087063813582e-4,1.783087063813582e-4,0.8653321862220764,FALSE,FALSE,FALSE
130.87945471774762,-12.383719278293198,0.001400792971253395,7.003964856266975e-4,0.3066994547843933,FALSE,FALSE,FALSE
130.92819833785234,-12.383719278293198,5.898279487155378e-4,3.0464702285826206e-4,0.21934808790683746,FALSE,FALSE,FALSE
132.24427608067987,-12.383719278293198,1.2420082930475473e-4,1.2420082930475473e-4,0.6027466058731079,FALSE,FALSE,FALSE
132.29301970078458,-12.383719278293198,1.2540454918053e-4,1.2540454918053e-4,0.6085882782936096,FALSE,FALSE,FALSE
130.92819833785234,-12.43246289839792,0.001316172769293189,6.590570555999875e-4,0.2971685826778412,FALSE,FALSE,FALSE
130.97694195795708,-12.43246289839792,0.0013833726989105344,6.920737796463072e-4,0.306476354598999,FALSE,FALSE,FALSE
131.0256855780618,-12.43246289839792,0.0014827270060777664,7.413635030388832e-4,0.3246386647224426,FALSE,TRUE,FALSE
131.0744291981665,-12.43246289839792,2.721466007642448e-4,1.51165368151851e-4,0.19946055114269257,FALSE,FALSE,FALSE
132.0980452203657,-12.43246289839792,1.1473258928162977e-4,1.1473258928162977e-4,0.5567972660064697,FALSE,FALSE,FALSE
132.14678884047044,-12.43246289839792,1.1694186832755804e-4,1.1694186832755804e-4,0.5675188899040222,FALSE,FALSE,FALSE
132.19553246057515,-12.43246289839792,1.1884063860634342e-4,1.1884063860634342e-4,0.5767336487770081,FALSE,FALSE,FALSE
132.24427608067987,-12.43246289839792,1.2101335596526042e-4,1.2101335596526042e-4,0.5872778296470642,FALSE,FALSE,FALSE
132.29301970078458,-12.43246289839792,1.2275201152078807e-4,1.2275201152078807e-4,0.5957155823707581,FALSE,FALSE,FALSE
132.34176332088933,-12.43246289839792,1.237813849002123e-4,1.237813849002123e-4,0.6007111072540283,FALSE,FALSE,FALSE
132.39050694099404,-12.43246289839792,1.253229274880141e-4,1.253229274880141e-4,0.6081922054290771,FALSE,FALSE,FALSE
130.97694195795708,-12.481206518502644,0.001441142987459898,7.20571493729949e-4,0.31553396582603455,FALSE,FALSE,FALSE
131.0256855780618,-12.481206518502644,0.0014523071004077792,7.261535502038896e-4,0.31797832250595093,FALSE,FALSE,FALSE
131.0744291981665,-12.481206518502644,0.0014955392107367516,7.481870707124472e-4,0.33131322264671326,FALSE,TRUE,FALSE
131.12317281827123,-12.481206518502644,1.5034805983304977e-4,9.267805580748245e-5,0.19514741003513336,FALSE,FALSE,FALSE
131.17191643837597,-12.481206518502644,4.039749182993546e-5,4.039749182993546e-5,0.1960490345954895,FALSE,FALSE,FALSE
131.2206600584807,-12.481206518502644,4.248138429829851e-5,4.248138429829851e-5,0.20616216957569122,FALSE,FALSE,FALSE
131.2694036785854,-12.481206518502644,4.45995683548972e-5,4.45995683548972e-5,0.21644170582294464,FALSE,FALSE,FALSE
131.31814729869012,-12.481206518502644,4.688592889579013e-5,4.688592889579013e-5,0.22753742337226868,FALSE,FALSE,FALSE
131.36689091879487,-12.481206518502644,4.863173671765253e-5,4.863173671765253e-5,0.23600982129573822,FALSE,FALSE,FALSE
131.85432711984208,-12.481206518502644,9.592087008059025e-5,9.592087008059025e-5,0.465503990650177,FALSE,FALSE,FALSE
131.9030707399468,-12.481206518502644,9.980377944884822e-5,9.980377944884822e-5,0.48434773087501526,FALSE,FALSE,FALSE
131.95181436005154,-12.481206518502644,1.030703351716511e-4,1.030703351716511e-4,0.5002003312110901,FALSE,FALSE,FALSE
132.00055798015626,-12.481206518502644,1.0584277333691716e-4,1.0584277333691716e-4,0.5136550068855286,FALSE,FALSE,FALSE
132.04930160026097,-12.481206518502644,1.08972133602947e-4,1.08972133602947e-4,0.5288417935371399,FALSE,FALSE,FALSE
132.0980452203657,-12.481206518502644,1.1189051292603835e-4,1.1189051292603835e-4,0.5430046319961548,FALSE,FALSE,FALSE
132.14678884047044,-12.481206518502644,1.1412113963160664e-4,1.1412113963160664e-4,0.5538299083709717,FALSE,FALSE,FALSE
132.19553246057515,-12.481206518502644,1.1606085899984464e-4,1.1606085899984464e-4,0.5632433295249939,FALSE,FALSE,FALSE
132.24427608067987,-12.481206518502644,1.177497033495456e-4,1.177497033495456e-4,0.5714393258094788,FALSE,FALSE,FALSE
132.29301970078458,-12.481206518502644,1.1942286801058799e-4,1.1942286801058799e-4,0.5795592069625854,FALSE,FALSE,FALSE
132.34176332088933,-12.481206518502644,1.2102436448913068e-4,1.2102436448913068e-4,0.587331235408783,FALSE,FALSE,FALSE
132.39050694099404,-12.481206518502644,1.225054875249043e-4,1.225054875249043e-4,0.5945191383361816,FALSE,FALSE,FALSE
132.43925056109876,-12.481206518502644,1.2405466986820102e-4,1.2405466986820102e-4,0.6020373702049255,FALSE,FALSE,FALSE
130.97694195795708,-12.529950138607367,0.0015082734171301126,7.541367085650563e-4,0.3302319645881653,FALSE,TRUE,FALSE
131.0256855780618,-12.529950138607367,0.0014914633939042687,7.457316969521344e-4,0.32655149698257446,FALSE,TRUE,FALSE
131.0744291981665,-12.529950138607367,0.0015468648634850979,7.734324317425489e-4,0.3386814594268799,FALSE,TRUE,FALSE
131.12317281827123,-12.529950138607367,0.003638611640781164,0.0028347508050501347,0.35606759786605835,TRUE,TRUE,FALSE
131.17191643837597,-12.529950138607367,6.756882794434205e-5,5.2941632020520046e-5,0.19234512746334076,FALSE,FALSE,FALSE
131.2206600584807,-12.529950138607367,5.7392589951632544e-5,4.892510696663521e-5,0.20004872977733612,FALSE,FALSE,FALSE
131.2694036785854,-12.529950138607367,4.284901297069155e-5,4.284901297069155e-5,0.20794625580310822,FALSE,FALSE,FALSE
131.31814729869012,-12.529950138607367,4.504646494751796e-5,4.504646494751796e-5,0.2186104953289032,FALSE,FALSE,FALSE
131.36689091879487,-12.529950138607367,4.776847708853893e-5,4.776847708853893e-5,0.23182043433189392,FALSE,FALSE,FALSE
